"","SurveyID","m1_alpha","m1_biomass","B20","m2_fish_alpha","m2_invert_alpha","FG_richness","biomass","CTI","urchin_abundance"
"7755","M26270502160011",22,144.425469473012,66.14321280066,NA,NA,20,53.566698661056,19.4153981794361,NA
"7756","M26270502160012",17,143.880166349858,65.82445776862,NA,NA,16,15.975240466162,19.3714122422824,NA
"7757","M26270502160013",28,99.712337622266,42.28839841522,NA,NA,25,9.278642507806,19.512965205834,NA
"7758","M26270502160014",15,49.234157984864,23.8932770194,NA,NA,14,12.810551942146,19.2017963662467,NA
"7759","M26270503019011",28,954.04388625386,885.37928062062,NA,NA,25,833.0717845923,19.1570403097775,NA
"7760","M26270503019012",21,435.3298521805,221.80687223556,NA,NA,18,92.68700940078,19.1859950306258,NA
"7761","M26270503019013",23,150.169284389024,92.28732879248,NA,NA,21,69.787720674124,19.1175762361351,NA
"7762","M26270503019014",21,148.563772506264,102.28135068108,NA,NA,19,84.311345671386,19.2096652806863,NA
"7763","M26280201108011",30,70.52966524747,61.5154380754,NA,NA,24,56.527793576092,19.8186711066842,NA
"7764","M26280201108012",28,55.7130646014,50.2066972844,NA,NA,25,44.648736539302,19.6284727903292,NA
"7765","M26280201108013",16,5.311141017018,3.7763984594,NA,NA,14,1.222764093586,19.8088149454613,NA
"7766","M26280201108014",12,4.49380643055,1.7867643756,NA,NA,9,0.46151746262,19.8362123945277,NA
"7767","M26290201109011",20,11.4504466575,8.33617474746,NA,NA,18,6.499639435716,19.4786925899252,NA
"7768","M26290201109012",26,40.433119762362,35.68270625546,NA,NA,22,16.678820937814,20.0935180899412,NA
"7769","M26290201109013",22,20.815974432636,13.86544676426,NA,NA,18,9.695007427684,19.2779050440583,NA
"7770","M26290201109014",8,7.5244948164,7.24166599754,NA,NA,7,6.01926543924,19.0678432739396,NA
"7771","M26300301110011",9,14.46056462178,9.7893263752,NA,NA,8,3.88544826588,18.6341173491553,NA
"7772","M26300301110012",16,13.804026527046,6.7646253258,NA,NA,12,5.224615205816,18.7956570506382,NA
"7773","M26300301110013",19,12.18356405586,5.02660936852,NA,NA,15,4.221962154016,19.3773902329937,NA
"7774","M26300301110014",13,10.423066972144,3.7230013306,NA,NA,10,2.011192466956,19.1427570382148,NA
"7775","M26300302080081",9,12.114225720162,0,NA,NA,9,2.30602311554,19.4805032416501,NA
"7776","M26300302080082",22,177.43825800182,156.2775296958,NA,NA,19,20.2006979814,19.4515823422588,NA
"7777","M26300302080083",17,43.374634699374,25.34255587,NA,NA,14,5.637513866264,19.7356327696271,NA
"7778","M26300302080084",12,18.70230594578,4.6872779498,NA,NA,11,5.34654705416,19.819598681862,NA
"7779","M26311002161011",21,33.142869935106,22.54517044212,NA,NA,17,11.0433285397,18.8608883059566,NA
"7780","M26311002161012",16,51.369434428304,42.74082902116,NA,NA,15,12.470347462596,18.9833352670522,NA
"7781","M26311002161013",12,20.476437840074,5.8071655722,NA,NA,11,2.3915649418,19.1131578281146,NA
"7782","M26311002161014",14,78.272408654944,21.07543327878,NA,NA,12,2.551010712364,19.3746226512481,NA
"7783","M26321002162011",16,78.663525245028,69.38849031596,NA,NA,14,25.5829482142,18.7592339027436,NA
"7784","M26321002162012",14,54.306012616448,48.86437141168,NA,NA,13,15.464123191,19.0664877163178,NA
"7785","M26321002162013",12,30.224672413376,24.18109614868,NA,NA,11,4.880533277736,19.3633149373064,NA
"7786","M26321002162014",22,131.755584610164,75.5728799702,NA,NA,19,14.59232973301,19.4421059217609,NA
"7787","M27011000001091",19,43.803089570484,13.011123315875,NA,NA,18,0.42621896126,19.5878189208051,NA
"7788","M27011000001092",21,21.181055484934,9.70500341866,NA,NA,17,2.680520153776,19.4031399642693,NA
"7789","M27011000001093",17,12.483595092576,7.41327465046,NA,NA,16,1.66707435256,19.1778877046651,NA
"7790","M27011000001094",20,29.361633703924,10.7539018255,NA,NA,18,2.675466559614,19.4776442251795,NA
"7791","M27011001880011",21,16.755084699841,13.53801259687,NA,NA,15,1.250745245327,19.0516369979214,NA
"7792","M27011001880012",18,10.593005732577,7.4232054183,NA,NA,14,1.112221208398,18.7456443702845,NA
"7793","M27011001880013",17,8.109584530561,6.43133599121,NA,NA,15,1.8471964097,19.2915062432733,NA
"7794","M27011001880014",22,176.90108307299,158.31335127692,NA,NA,19,2.665507436142,18.9703177631693,NA
"7795","M27020500002091",13,17.902975040434,17.46027146409,NA,NA,11,5.659156247988,18.4724647052126,NA
"7796","M27020500002092",10,15.434495203191,14.98909049722,NA,NA,10,6.814451578398,18.5874012363357,NA
"7797","M27020500002093",6,1.746328646053,1.1586067959,NA,NA,6,1.39890619354,18.3644421916401,NA
"7798","M27020500002094",11,11.603420863663,11.19953437456,NA,NA,10,4.264637973088,18.9636850631739,NA
"7799","M27030500003091",9,10.058982162736,8.4387418487,NA,NA,8,0.1924317002,19.3527138588029,NA
"7800","M27030500003092",10,6.36100345575,3.82683206862,NA,NA,10,1.15381714799,19.2262817097963,NA
"7801","M27030500003093",7,0.762694666771,0.6350568332,NA,NA,7,0.2816764699,19.1020972031663,NA
"7802","M27030500003094",4,7.788453154563,7.423753339,NA,NA,5,NA,19.1193425907925,NA
"7803","M27030501881011",12,9.194249689345,6.63078302466,NA,NA,11,4.792946985707,19.2821028306991,NA
"7804","M27030501881012",14,17.806604297806,15.88275833441,NA,NA,15,5.152916852797,19.2109490851165,NA
"7805","M27030501881013",7,2.812682421685,0.5367297514,NA,NA,6,0.12004726531,18.8837198459056,NA
"7806","M27030501881014",5,4.17072150929,0.1524931255,NA,NA,5,0.03354382357,18.8317165880131,NA
"7807","M27041000004091",12,7.076971468226,5.67150568011,NA,NA,10,2.521655202252,19.4289148068946,NA
"7808","M27041000004092",15,12.321425017161,10.21157724958,NA,NA,14,3.756465467728,19.10430472095,NA
"7809","M27041000004093",11,5.637114118445,3.26757214856,NA,NA,10,4.09927318396,19.5669377222068,NA
"7810","M27041000004094",14,14.944905195486,11.81105379421,NA,NA,14,8.90072356821,19.4077328690705,NA
"7811","M27050500005091",10,3.103171795675,2.1500619184,NA,NA,11,0.329410475322,18.9947020509955,NA
"7812","M27050500005092",10,6.071382443125,3.93910883686,NA,NA,11,0.828372554302,19.5827039487436,NA
"7813","M27050500005093",13,9.38529548449,8.37384061072,NA,NA,12,0.21789708795,19.5456863695009,NA
"7814","M27050500005094",13,5.238538789716,1.95457625507,NA,NA,13,1.867644186269,19.3699101641677,NA
"7815","M27050501882011",7,1.514663236597,0.8930090455,NA,NA,6,0.20502679179,19.2422467750687,NA
"7816","M27050501882012",9,3.229246409641,2.46200663626,NA,NA,8,0.566178812171,18.7405108889534,NA
"7817","M27050501882013",10,5.991489592214,4.54260214672,NA,NA,9,3.850269513912,18.9182460865506,NA
"7818","M27050501882014",13,4.797482108502,2.04544190236,NA,NA,12,1.07885056109,18.6291728136393,NA
"7819","M27060500006091",6,0.733212152144,0.33133349346,NA,NA,6,0.14359490492,19.0596779679394,NA
"7820","M27060500006092",4,0.7737813704,0.3895310733,NA,NA,4,0.315310953,19.4305745410878,NA
"7821","M27060500006093",2,0.07438587566,0,NA,NA,2,NA,19.1236626084543,NA
"7822","M27060500006094",3,0.24471235475,0,NA,NA,3,NA,19.0814177942606,NA
"7823","M27060501883011",17,11.239283203953,10.02449352306,NA,NA,15,5.501786660771,18.9213010745148,NA
"7824","M27060501883012",14,6.120363766305,1.75112965302,NA,NA,14,0.431468241743,18.8372542600219,NA
"7825","M27060501883013",7,1.913005423036,1.23684659376,NA,NA,7,0.642947744775,18.5302534405135,NA
"7826","M27060501883014",8,3.409755306075,1.1840498787,NA,NA,8,1.222660770608,18.1870221014121,NA
"7827","M27071000007091",16,18.754036608173,15.95322677226,NA,NA,15,4.854040901798,19.3862816442332,NA
"7828","M27071000007092",15,13.381605839542,7.94329381002,NA,NA,13,2.5355956006,19.1944706649889,NA
"7829","M27071000007093",16,286.22015249034,275.17247592387,NA,NA,15,3.16829340985,19.5429080432214,NA
"7830","M27071000007094",17,22.533778908803,6.52206805697,NA,NA,15,3.061345159333,19.3164467710987,NA
"7831","M27080500008091",9,5.570373801702,2.3443266388,NA,NA,8,2.173481189632,19.704820930442,NA
"7832","M27080500008092",10,7.646589834269,2.3647121313,NA,NA,10,1.829882350855,19.6403417189505,NA
"7833","M27080500008093",11,12.857779834578,10.8126062922,NA,NA,11,1.06796949624,20.0599312111245,NA
"7834","M27080500008094",13,11.881054875776,4.30086019921,NA,NA,12,2.515647389568,19.6407643063859,NA
"7835","M27090500009091",12,13.805248157212,12.25515089037,NA,NA,12,6.597155875448,18.8086966623218,NA
"7836","M27090500009092",14,20.16418805005,17.75511178508,NA,NA,15,5.62305603616,18.9583677685608,NA
"7837","M27090500009093",17,33.747932611406,32.37123806576,NA,NA,14,10.3075272566,18.9808687938227,NA
"7838","M27090500009094",15,20.772793283203,18.96847014886,NA,NA,14,13.39745974259,19.2773275260608,NA
"7839","M27101000010091",11,7.949205044544,3.47700920042,NA,NA,10,0.73924389862,19.6170398827235,NA
"7840","M27101000010092",17,16.886666416869,15.50717000951,NA,NA,15,4.38552092431,19.2967931549037,NA
"7841","M27101000010093",13,12.979655007511,12.63124286058,NA,NA,12,1.46626376374,18.90181105517,NA
"7842","M27101000010094",14,11.91355846215,11.36854441161,NA,NA,13,3.98395650464,19.4095462609817,NA
"7843","M27101001884011",7,4.080956420628,2.0345797453,NA,NA,6,0.481969624657,19.2415866705119,NA
"7844","M27101001884012",7,4.879726795259,1.29290000348,NA,NA,6,0.253248867385,19.4171800514295,NA
"7845","M27101001884013",10,5.292270866531,4.34325374537,NA,NA,9,0.695437179323,19.3465691656599,NA
"7846","M27101001884014",9,3.999326579632,1.6410235074,NA,NA,10,1.228240663462,19.2219356560769,NA
"7847","M27110500011091",13,18.207840526032,17.42602462667,NA,NA,13,8.683644524727,18.7435043026385,NA
"7848","M27110500011092",9,5.555692502059,4.61857864672,NA,NA,8,2.92284394049,18.9159401207001,NA
"7849","M27110500011093",14,5.8855472612,5.0893952717,NA,NA,13,1.520556751516,18.8307839722245,NA
"7850","M27110500011094",13,4.847641608371,3.90865122407,NA,NA,12,1.720333418202,19.4055545121269,NA
"7851","M27110501885011",15,7.269591789063,5.84103673734,NA,NA,14,1.05627464717,18.750625759202,NA
"7852","M27110501885012",16,3.110769679062,1.8887506569,NA,NA,15,0.814105665073,18.8175605372768,NA
"7853","M27110501885013",12,10.344404416595,9.45061966588,NA,NA,10,1.452040027788,18.9158269032297,NA
"7854","M27110501885014",14,9.836704594584,8.25751635193,NA,NA,12,2.314779183897,18.8277832951295,NA
"7855","M27121000012091",13,3.538333170796,1.50369197582,NA,NA,11,1.020307869222,20.0084148756041,NA
"7856","M27121000012092",17,31.337272421799,17.41492271776,NA,NA,15,7.7334455184,19.4872310075889,NA
"7857","M27121000012093",14,10.074063861847,6.64591089364,NA,NA,12,1.208416706622,19.4208664004927,NA
"7858","M27121000012094",18,26.830679207183,14.99693489813,NA,NA,17,4.36789814323,19.2298072990674,NA
"7859","M27130500013091",12,4.702295415864,2.93861287038,NA,NA,11,0.735828413302,19.9101398831954,NA
"7860","M27130500013092",13,12.036775929601,7.17773176033,NA,NA,12,0.77613870643,19.4269617603853,NA
"7861","M27130500013093",19,20.701856312932,12.16221197227,NA,NA,18,2.459546501532,19.6063805208594,NA
"7862","M27130500013094",16,51.717077380557,33.9822387147,NA,NA,15,17.476145665587,19.0927174186765,NA
"7863","M27130501886011",16,14.214696726151,12.84022319026,NA,NA,15,8.368438162861,19.2795008977625,NA
"7864","M27130501886012",11,4.323760704537,3.81456355268,NA,NA,10,3.192289662188,18.3385217016865,NA
"7865","M27130501886013",12,10.317336893842,9.15527650892,NA,NA,11,3.773237144802,19.4965400153316,NA
"7866","M27130501886014",9,4.820161018449,4.1848493935,NA,NA,8,2.108354012646,18.8184070753416,NA
"7867","M27140500014091",17,3.731771604153,2.40195973702,NA,NA,15,1.610387330599,19.3857705584589,NA
"7868","M27140500014092",13,4.927816891721,3.0208006165,NA,NA,12,0.899934532138,19.262448469831,NA
"7869","M27140500014093",12,2.581197457351,1.663643706,NA,NA,10,1.098335350862,18.9678417876221,NA
"7870","M27140500014094",12,3.950513742428,1.71216672771,NA,NA,11,0.954504019353,19.100604785241,NA
"7871","M27151000015091",16,4.203784333473,1.31731228572,NA,NA,16,1.034427153898,19.6098476457843,NA
"7872","M27151000015092",14,20.842193943576,5.15188446582,NA,NA,12,0.9401187523,19.7156331250864,NA
"7873","M27151000015093",18,13.818810640806,3.28855003737,NA,NA,17,1.193036885656,19.638965411387,NA
"7874","M27151000015094",14,28.824272638395,4.6431870972,NA,NA,11,1.416569748518,19.5722912292223,NA
"7875","M27151001887011",9,34.185551917494,30.77553340028,NA,NA,9,5.13078052769,19.1588623850607,NA
"7876","M27151001887012",12,18.202773903664,0.6197358766,NA,NA,13,0.553360323513,19.6206736635361,NA
"7877","M27151001887013",12,12.557580673269,11.02940901006,NA,NA,11,0.68045084036,19.8936295441783,NA
"7878","M27151001887014",11,2.53500106718,1.39427139645,NA,NA,11,0.440151451547,19.6910221750223,NA
"7879","M27160500016091",14,4.762244506354,3.23043374433,NA,NA,13,3.205089596305,19.3587824482422,NA
"7880","M27160500016092",11,4.710266679953,3.0199918138,NA,NA,11,1.493008257364,19.6043937518419,NA
"7881","M27160500016093",17,6.450066692447,5.28992601492,NA,NA,15,2.58061914241,19.2339574413786,NA
"7882","M27160500016094",11,2.858317938976,1.3167654681,NA,NA,10,0.225903542518,19.3207246519676,NA
"7883","M27160501888011",9,2.665413927851,2.0506883463,NA,NA,9,1.174080653118,19.4022168155414,NA
"7884","M27160501888012",13,4.177347490557,2.99913453996,NA,NA,13,2.491182640165,19.4787711327844,NA
"7885","M27160501888013",11,3.315607119217,2.79089052316,NA,NA,11,1.825187130367,19.547355986625,NA
"7886","M27160501888014",10,2.923158204428,1.37703895446,NA,NA,10,0.792816580738,19.9022227958174,NA
"7887","M27170500017091",11,1.72147188411,0.78431014747,NA,NA,10,0.395271755708,19.5205119948809,NA
"7888","M27170500017092",12,4.262664561127,2.1402353142,NA,NA,11,2.16231898398,19.67221401234,NA
"7889","M27170500017093",11,1.773232304017,0.9530994464,NA,NA,11,1.321534166505,19.3455204654034,NA
"7890","M27170500017094",11,1.418511258713,0,NA,NA,9,0.13484750902,19.6272968347851,NA
"7891","M27181000018091",13,8.526313758292,7.3298092934,NA,NA,10,0.401576831995,19.4528761415141,NA
"7892","M27181000018092",12,4.805414138437,4.0819590165,NA,NA,10,1.95333728331,19.6647123859461,NA
"7893","M27181000018093",11,6.762806326061,5.81262233802,NA,NA,9,3.534738472085,19.3153498242794,NA
"7894","M27181000018094",10,5.419356726204,3.6207505163,NA,NA,8,0.95195815052,19.5386606305072,NA
"7895","M27181001889011",9,3.548632900797,1.03996713221,NA,NA,8,1.266810782408,19.4131166022523,NA
"7896","M27181001889012",11,4.021204801395,1.8100728348,NA,NA,10,1.25278613334,19.3492480872524,NA
"7897","M27181001889013",6,0.959371977565,0.13663338481,NA,NA,6,0.49297144188,19.6794939355725,NA
"7898","M27181001889014",7,2.592918056256,1.80470340131,NA,NA,6,1.056619714328,19.5580170890229,NA
"7899","M27190500019091",11,3.686697143516,2.8158342313,NA,NA,10,2.085726134132,18.279853742207,NA
"7900","M27190500019092",12,6.356317099644,5.92128100507,NA,NA,11,2.174485298378,19.0512651768285,NA
"7901","M27190500019093",14,2.356510359924,1.56946785462,NA,NA,13,0.745681923877,18.9281706732389,NA
"7902","M27190500019094",12,3.661200386791,2.32823870922,NA,NA,12,1.762829656352,18.4424256259617,NA
"7903","M27190501890011",11,2.970592218166,2.62497661542,NA,NA,10,0.167389548148,18.6631648155593,NA
"7904","M27190501890012",8,1.251051815547,0.89764468046,NA,NA,8,0.010989735822,18.371589765587,NA
"7905","M27190501890013",8,4.211917574374,3.82079496216,NA,NA,7,0.799308863913,18.4300457683705,NA
"7906","M27190501890014",8,1.496666677678,0.8694601675,NA,NA,7,0.0009417481,18.7323488663476,NA
"7907","M27200500020091",10,2.221717524145,1.82126837532,NA,NA,9,0.7158805885,19.0369920552366,NA
"7908","M27200500020092",8,3.24713118203,2.8023108488,NA,NA,7,0.44850776927,18.7392974224274,NA
"7909","M27200500020093",16,4.113581093738,3.433387554,NA,NA,14,0.357050065626,19.5398475013272,NA
"7910","M27200500020094",9,1.610747176823,0.95409273692,NA,NA,7,0.085293442513,19.0333752723859,NA
"7911","M27200501891011",12,94.016065402927,93.1458819721,NA,NA,11,0.019468143376,19.1494809575606,NA
"7912","M27200501891012",12,6.209816708116,5.0267747674,NA,NA,11,0.653031980426,19.5847706123614,NA
"7913","M27200501891013",10,4.484182025048,3.90686115532,NA,NA,8,0.018201000428,19.1908346675952,NA
"7914","M27200501891014",11,1.062624655019,0.43852906231,NA,NA,11,0.04780005077,18.8111821565701,NA
"7915","M27211000021091",11,7.050586731991,5.58113486309,NA,NA,10,0.392053743685,19.7531863353665,NA
"7916","M27211000021092",13,6.426823858741,3.3891226086,NA,NA,11,1.983116853208,19.8177733180664,NA
"7917","M27211000021093",11,4.43472559085,2.36854897097,NA,NA,9,0.61600335565,19.660024010006,NA
"7918","M27211000021094",10,15.110399481547,5.0993286727,NA,NA,7,0.321603781488,19.6054066646371,NA
"7919","M27211001892011",10,5.648721493676,2.3425722092,NA,NA,8,1.354959184417,19.5509651692471,NA
"7920","M27211001892012",11,11.147975073871,9.15655514634,NA,NA,9,0.54164180032,19.0749794812702,NA
"7921","M27211001892013",8,4.978939240812,1.1595460306,NA,NA,6,1.33204599445,19.6621026213051,NA
"7922","M27211001892014",10,4.539887835375,1.4955643513,NA,NA,9,0.69415569286,19.4883619312677,NA
"7923","M27220500022091",11,3.761479500966,3.40814259046,NA,NA,9,1.455120404433,19.306827500841,NA
"7924","M27220500022092",8,2.440882020336,1.88441000066,NA,NA,8,1.84152430986,19.2395426859634,NA
"7925","M27220500022093",11,2.424657319184,1.5567201609,NA,NA,10,1.356498128302,19.2830407208699,NA
"7926","M27220500022094",10,0.804906553963,0.192122381,NA,NA,8,0.27680197103,19.4032748872384,NA
"7927","M27220501893011",12,2.851438025401,1.18181860315,NA,NA,11,0.7333483622,19.1564288727068,NA
"7928","M27220501893012",15,4.065430680867,1.73566029366,NA,NA,14,1.302356836562,19.3029872310128,NA
"7929","M27220501893013",10,1.434319516634,0.99013033319,NA,NA,9,0.620557734493,19.7558320568353,NA
"7930","M27220501893014",6,2.228608633268,1.57715966617,NA,NA,6,1.454390083168,17.8183255363232,NA
"7931","M27230500023091",12,1.338229298514,0.17859197962,NA,NA,10,0.458123347591,19.1568887056417,NA
"7932","M27230500023092",17,3.646986138244,2.47940020202,NA,NA,13,1.454820726803,19.347426576637,NA
"7933","M27230500023093",16,3.173895352831,2.48279654991,NA,NA,11,1.194600721791,19.2132525517671,NA
"7934","M27230500023094",15,2.403582427473,1.87032297682,NA,NA,12,0.231219205478,19.8080481947181,NA
"7935","M27230501894011",11,9.872840255354,8.64374662183,NA,NA,9,0.75038306113,18.9019705897402,NA
"7936","M27230501894012",9,1.684777510208,0.701280637,NA,NA,8,0.37751007569,19.3928980735688,NA
"7937","M27230501894013",12,4.616676278661,3.0071388224,NA,NA,10,1.691606142924,19.169976151479,NA
"7938","M27230501894014",10,3.337365410838,2.74800960292,NA,NA,9,1.074069884108,19.9305466381694,NA
"7939","M27241000024091",19,38.216379830016,31.39288868858,NA,NA,19,1.763155415211,18.960213213179,NA
"7940","M27241000024092",16,75.20331396024,42.79698375256,NA,NA,17,1.745203955378,18.6013406313184,NA
"7941","M27241000024093",17,110.950676739266,66.64190623827,NA,NA,17,1.138834402828,18.8173755820303,NA
"7942","M27241000024094",18,197.83978089173,134.42654196276,NA,NA,17,3.27694901114,18.994954748992,NA
"7943","M27241001895011",14,7.054060523549,6.3857629628,NA,NA,12,0.37384545431,18.8837628950073,NA
"7944","M27241001895012",20,26.525533171216,25.20342968035,NA,NA,19,0.818096088042,18.5655476130849,NA
"7945","M27241001895013",13,5.259833296817,4.71574568074,NA,NA,12,1.77043996988,19.0441636506529,NA
"7946","M27241001895014",16,16.374371889544,14.91954372623,NA,NA,16,4.0227308812,18.8482713932963,NA
"7947","M27250500025091",13,14.074910741758,12.40100759379,NA,NA,14,4.198356598136,18.6476702053022,NA
"7948","M27250500025092",11,12.55272602008,10.24485676402,NA,NA,12,7.51853179733,18.7400398678825,NA
"7949","M27250500025093",17,25.519491630911,23.98753820513,NA,NA,17,16.157857621576,18.7709509551264,NA
"7950","M27250500025094",14,14.322319668232,12.8799016424,NA,NA,14,5.90528649905,18.6880048395644,NA
"7951","M27250501896011",14,11.009000363245,9.24193030022,NA,NA,14,4.025862357027,18.9683929186841,NA
"7952","M27250501896012",14,27.90165720519,24.45857667361,NA,NA,15,12.925533034728,18.820152400587,NA
"7953","M27250501896013",14,25.974641130438,24.47583090109,NA,NA,15,20.961841229818,18.7344026573626,NA
"7954","M27250501896014",14,26.545716665082,24.42346474986,NA,NA,13,15.87069405186,18.8034462590164,NA
"7955","M27260500026091",15,1.375724715282,0.75761299762,NA,NA,14,0.142575052471,18.6436999301473,NA
"7956","M27260500026092",15,3.677113872538,2.21021863281,NA,NA,14,1.019235754188,18.9012957611525,NA
"7957","M27260500026093",15,5.304636162821,4.48533672022,NA,NA,13,1.73468600071,18.8985441365591,NA
"7958","M27260500026094",13,3.793230863629,2.87689577172,NA,NA,12,0.67493282599,18.9089995135558,NA
"7959","M27260501897011",10,5.299456884524,4.94865248917,NA,NA,9,4.7160587217,19.1250843721165,NA
"7960","M27260501897012",7,0.736628153574,0.5161450167,NA,NA,7,NA,19.272,NA
"7961","M27260501897013",10,7.3218090493,7.0772836005,NA,NA,9,2.42903722218,19.0729358031449,NA
"7962","M27260501897014",8,3.465052631066,2.905410164,NA,NA,8,2.915144235688,19.1695205539816,NA
"7963","M27270500027091",13,3.379279380359,2.46473224437,NA,NA,11,1.69776827551,19.3616652996584,NA
"7964","M27270500027092",9,11.097322215543,9.31262149082,NA,NA,9,6.073473298488,18.9226791239753,NA
"7965","M27270500027093",11,3.967830531505,2.6743165459,NA,NA,10,2.938723409418,19.6506566774326,NA
"7966","M27270500027094",11,5.813117859036,4.32180482296,NA,NA,11,4.369992438738,19.6152149305671,NA
"7967","M27280500028091",6,0.190419657965,0,NA,NA,6,0.033659131438,19.7338659385804,NA
"7968","M27280500028092",7,0.412077283704,0.15765547646,NA,NA,7,0.19659176321,19.8946117574776,NA
"7969","M27280500028093",8,1.473069067085,0.82054533956,NA,NA,8,0.825567722968,19.7012502018437,NA
"7970","M27280500028094",7,1.507157479341,0.89702564672,NA,NA,7,0.821788744103,19.7044445037415,NA
"7971","M27290500029091",10,9.61406957616,8.11488774742,NA,NA,10,0.949271543942,19.9146620800619,NA
"7972","M27290500029092",10,5.5389400698,4.713770294,NA,NA,10,2.1938031074,19.6459712847904,NA
"7973","M27290500029093",9,10.615571002372,8.6004079173,NA,NA,9,1.82269671553,19.8446373842314,NA
"7974","M27290500029094",9,4.466580342026,2.99745730402,NA,NA,9,3.70021984916,19.8966192237056,NA
"7975","M27300500030091",16,17.065137043713,12.99733716228,NA,NA,14,2.03000976489,19.502193307441,NA
"7976","M27300500030092",11,5.007941914618,3.6020179131,NA,NA,8,0.684883722618,19.106652878779,NA
"7977","M27300500030093",13,11.177841331063,9.57686196898,NA,NA,13,6.473340084795,19.3142862822553,NA
"7978","M27300500030094",15,11.553488444082,10.33363455571,NA,NA,14,7.27896974191,19.3443871000298,NA
"7979","M27301000031091",15,15.519757441907,12.59409175636,NA,NA,13,8.15921312619,19.302733602861,NA
"7980","M27301000031092",19,45.04265520846,39.60059077103,NA,NA,16,11.83435191198,19.2172590737672,NA
"7981","M27301000031093",17,5.762142573741,4.09562792867,NA,NA,12,0.370716665415,19.8178931100995,NA
"7982","M27301000031094",11,24.898875383659,14.11489477087,NA,NA,10,0.42140724598,19.657106562639,NA
"7983","M27310500032091",10,16.679405821551,8.02514292322,NA,NA,9,1.900766049608,19.9568120623149,NA
"7984","M27310500032092",8,45.222112751871,2.58958617876,NA,NA,8,1.03406235008,19.6178566730509,NA
"7985","M27310500032093",9,11.661602740531,2.72654267,NA,NA,8,0.7931198192,19.8289417990565,NA
"7986","M27310500032094",10,35.445055510396,14.58647289476,NA,NA,10,5.03796405149,19.5041255843407,NA
"7987","M27321000033091",14,14.131224246714,13.75499130037,NA,NA,11,3.806260398828,18.8082874198214,NA
"7988","M27321000033092",15,28.11830641023,26.82791057879,NA,NA,12,10.40161809672,18.9036371742504,NA
"7989","M27321000033093",18,17.292949341627,14.14309269915,NA,NA,16,2.575186300272,19.1051700488129,NA
"7990","M27321000033094",13,7.29350590884,5.62293026943,NA,NA,10,0.87684049096,19.1894585494937,NA
"7991","M27331000034091",19,23.016450396156,21.70305959423,NA,NA,17,7.141244285593,19.186383668818,NA
"7992","M27331000034092",23,18.999452022814,17.04447714748,NA,NA,19,7.669445270288,19.286284311993,NA
"7993","M27331000034093",19,19.894094602267,15.18452959567,NA,NA,17,5.469882968782,19.3970770499866,NA
"7994","M27331000034094",18,28.90538989954,21.16619736132,NA,NA,16,5.027344664958,19.2236614081832,NA
"7995","M27341000035091",10,10.378401213813,9.7832937197,NA,NA,9,5.674521402722,18.5982390714322,NA
"7996","M27341000035092",10,8.82069325444,5.29934886646,NA,NA,10,3.02347932301,19.543649230683,NA
"7997","M27341000035093",11,3.950901443148,3.07384738918,NA,NA,10,1.704256561174,19.5195492510522,NA
"7998","M27341000035094",13,6.483409261213,4.55810613062,NA,NA,11,2.8309163224,19.276651709817,NA
"7999","M27341001898011",10,2.981525952326,2.15141058613,NA,NA,8,0.321392798188,19.4174461280371,NA
"8000","M27341001898012",12,2.166211215541,1.37890972652,NA,NA,9,0.36310481746,19.2135549986972,NA
"8001","M27341001898013",10,10.157684336878,9.66174300752,NA,NA,8,1.447309341248,18.6095901935522,NA
"8002","M27341001898014",13,33.311987235823,32.65243421872,NA,NA,11,0.731799885747,18.6628546645562,NA
"8003","M27351000036091",13,8.856804897889,8.20171827349,NA,NA,11,5.51936692598,18.974965492154,NA
"8004","M27351000036092",14,14.046952418195,12.02929480216,NA,NA,11,8.08035685552,19.3387063112559,NA
"8005","M27351000036093",11,6.293073348599,5.12820829308,NA,NA,10,0.831735526175,19.1608243524539,NA
"8006","M27351000036094",10,7.29379341882,4.897653891,NA,NA,9,1.13243061692,19.0770957815861,NA
"8007","M27351001899011",13,13.9830926396,11.69321047187,NA,NA,12,1.812848908681,18.5490776429267,NA
"8008","M27351001899012",12,12.649147980171,7.86243150776,NA,NA,10,2.29356540912,19.261054767907,NA
"8009","M27351001899013",16,13.598875290593,11.58437753531,NA,NA,14,0.931702107358,19.0909896891246,NA
"8010","M27351001899014",16,7.550032153534,5.45655708026,NA,NA,14,1.971711849764,19.5267953320839,NA
"8011","M27360501900011",9,3.039742281154,2.77359338722,NA,NA,8,0.148683223434,19.4486199426688,NA
"8012","M27360501900012",10,3.466106402978,1.86880005172,NA,NA,9,1.68562653035,19.2831280478718,NA
"8013","M27360501900013",5,0.556532792896,0.2477014994,NA,NA,5,0.240722362686,19.6163243493376,NA
"8014","M27360501900014",9,3.778470249878,2.55080982104,NA,NA,8,0.3349508364,18.6931407125685,NA
"8015","M27370501901011",11,17.316715016944,16.07773577352,NA,NA,10,11.897689060116,18.6399980864537,NA
"8016","M27370501901012",11,10.708875104546,9.34837045944,NA,NA,10,7.600957436014,19.4600050543755,NA
"8017","M27370501901013",12,22.441039917202,20.5008359256,NA,NA,10,1.8204450318,18.7202160456213,NA
"8018","M27370501901014",11,13.258903698776,6.62422308884,NA,NA,10,0.475342347434,19.533521590196,NA
